text,urgency_prediction,urgency_confidence,hazard_prediction,hazard_confidence,extracted_entities,reason_flagged,resolution
tsunami warning near coastal areas around udaipur residents need immediate evacuation,CRITICAL,0.2715,Tsunami,0.9922,"{""location"": [""udaipur""], ""resource_needed"": [""evacuation""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
cyclone conditions are worsening near chamba please arrange evacuation immediately,CRITICAL,0.2934,Cyclone,0.9915,"{""location"": [""chamba""], ""resource_needed"": [""evacuation""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
heavy rainfall has caused flooding near gorakhpur 8 people need assistance,LOW,0.4319,Heavy Rainfall,0.9958,"{""location"": [""gorakhpur""], ""resource_needed"": [], ""headcount"": 8}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
landslide reported near deoghar 2 people may be trapped,HIGH,0.4043,Landslide,0.9916,"{""location"": [""deoghar""], ""resource_needed"": [], ""headcount"": 2}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
water has entered houses around ayodhya please send a rescue team for 5 people,LOW,0.4769,Flood,0.7103,"{""location"": [""ayodhya""], ""resource_needed"": [""rescue team""], ""headcount"": 5}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
severe water shortage reported around varanasi residents need drinking water,HIGH,0.2752,Drought,0.9965,"{""location"": [""varanasi""], ""resource_needed"": [""drinking water""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
water availability is very low around kutch please send water tankers,CRITICAL,0.415,Drought,0.9925,"{""location"": [""kutch""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
heavy rainfall has caused flooding near bilaspur 5 people need assistance,MEDIUM,0.4064,Heavy Rainfall,0.9927,"{""location"": [""bilaspur""], ""resource_needed"": [], ""headcount"": 5}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent smoke and fire reported near panipat,CRITICAL,0.354,Wildfire,0.9911,"{""location"": [""panipat""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent smoke and fire reported near nagapattinam,CRITICAL,0.267,Wildfire,0.9924,"{""location"": [""nagapattinam""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
tsunami warning near coastal areas around guwahati residents need immediate evacuation,CRITICAL,0.2997,Tsunami,0.9932,"{""location"": [""guwahati""], ""resource_needed"": [""evacuation""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
families near rajkot are requesting emergency water support,HIGH,0.3124,Drought,0.9927,"{""location"": [""rajkot""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
people are stranded near kozhikode we need a rescue boat immediately,MEDIUM,0.2989,Flood,0.6638,"{""location"": [""kozhikode""], ""resource_needed"": [""rescue boat""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
water has entered houses around khammam please send a rescue team for 1 people,MEDIUM,0.4746,Flood,0.699,"{""location"": [""khammam""], ""resource_needed"": [""rescue team""], ""headcount"": 1}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
roads are completely flooded around gaya emergency assistance is needed,CRITICAL,0.3262,Flood,0.5929,"{""location"": [""gaya""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE; LOW_HAZARD_CONFIDENCE,PENDING_REVIEW
people are stranded near belagavi we need a rescue boat immediately,CRITICAL,0.2861,Flood,0.6521,"{""location"": [""belagavi""], ""resource_needed"": [""rescue boat""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
landslide reported near udaipur 15 people may be trapped,CRITICAL,0.3903,Landslide,0.9946,"{""location"": [""udaipur""], ""resource_needed"": [], ""headcount"": 15}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
road blocked by landslide near gurugram rescue teams are urgently needed,LOW,0.3196,Landslide,0.9944,"{""location"": [""gurugram""], ""resource_needed"": [""rescue team""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
landslide reported near belagavi 7 people may be trapped,CRITICAL,0.3367,Landslide,0.99,"{""location"": [""belagavi""], ""resource_needed"": [], ""headcount"": 7}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
road blocked by landslide near kolkata rescue teams are urgently needed,LOW,0.3823,Landslide,0.9978,"{""location"": [""kolkata""], ""resource_needed"": [""rescue team""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
wildfire reported near jalandhar residents need immediate evacuation,CRITICAL,0.3082,Wildfire,0.9893,"{""location"": [""jalandhar""], ""resource_needed"": [""evacuation""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
lightning incident reported near jagdalpur 12 people need medical assistance,HIGH,0.4034,Lightning,0.9889,"{""location"": [""jagdalpur""], ""resource_needed"": [], ""headcount"": 12}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent strong cyclone winds reported near malda 5 people need evacuation support,LOW,0.33,Cyclone,0.993,"{""location"": [""malda""], ""resource_needed"": [""evacuation""], ""headcount"": 5}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
emergency situation reported around raigad please send an ambulance,LOW,0.3035,Lightning,0.9883,"{""location"": [""raigad""], ""resource_needed"": [""ambulance""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
cyclone conditions are worsening near nalgonda please arrange evacuation immediately,CRITICAL,0.3315,Cyclone,0.9911,"{""location"": [""nalgonda""], ""resource_needed"": [""evacuation""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
wildfire reported near deoghar residents need immediate evacuation,HIGH,0.3047,Wildfire,0.9959,"{""location"": [""deoghar""], ""resource_needed"": [""evacuation""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
lightning incident reported near durg 10 people need medical assistance,HIGH,0.4515,Lightning,0.9947,"{""location"": [""durg""], ""resource_needed"": [], ""headcount"": 10}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
wildfire reported near alappuzha residents need immediate evacuation,CRITICAL,0.3288,Wildfire,0.9963,"{""location"": [""alappuzha""], ""resource_needed"": [""evacuation""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
water availability is very low around jalandhar please send water tankers,MEDIUM,0.3426,Drought,0.9941,"{""location"": [""jalandhar""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
water is accumulating around kutch emergency rescue support is required,CRITICAL,0.3021,Heavy Rainfall,0.9936,"{""location"": [""kutch""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
landslide reported near dhanbad 0 people may be trapped,HIGH,0.3181,Landslide,0.9907,"{""location"": [""dhanbad""], ""resource_needed"": [], ""headcount"": 0}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent smoke and fire reported near korba,CRITICAL,0.2982,Wildfire,0.9911,"{""location"": [""korba""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent strong cyclone winds reported near kangra 5 people need evacuation support,LOW,0.302,Cyclone,0.9937,"{""location"": [""kangra""], ""resource_needed"": [""evacuation""], ""headcount"": 5}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent smoke and fire reported near malappuram,LOW,0.271,Wildfire,0.9883,"{""location"": [""malappuram""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
families around bhubaneswar are requesting emergency shelter,CRITICAL,0.3533,Cyclone,0.9883,"{""location"": [""bhubaneswar""], ""resource_needed"": [""emergency shelter""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent people may be trapped near wayanad please send rescue teams,CRITICAL,0.388,Earthquake,0.9944,"{""location"": [""wayanad""], ""resource_needed"": [""rescue team""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent strong cyclone winds reported near kanyakumari 1 people need evacuation support,LOW,0.3709,Cyclone,0.992,"{""location"": [""kanyakumari""], ""resource_needed"": [""evacuation""], ""headcount"": 1}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
buildings are damaged around morigaon rescue teams are needed immediately,MEDIUM,0.2849,Earthquake,0.9895,"{""location"": [""morigaon""], ""resource_needed"": [""rescue team""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
emergency situation reported around dehradun please send an ambulance,CRITICAL,0.3503,Lightning,0.9846,"{""location"": [""dehradun""], ""resource_needed"": [""ambulance""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
earthquake felt strongly near ludhiana 4 people need emergency assistance,LOW,0.3999,Earthquake,0.9925,"{""location"": [""ludhiana""], ""resource_needed"": [], ""headcount"": 4}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
water has entered houses around kannur please send a rescue team for 2 people,MEDIUM,0.4702,Flood,0.6883,"{""location"": [""kannur""], ""resource_needed"": [""rescue team""], ""headcount"": 2}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
emergency situation reported around deoghar please send an ambulance,MEDIUM,0.3354,Lightning,0.989,"{""location"": [""deoghar""], ""resource_needed"": [""ambulance""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
people near prayagraj need rescue assistance due to severe weather,CRITICAL,0.3384,Cyclone,0.9912,"{""location"": [""prayagraj""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
heavy rainfall has caused flooding near muzaffarpur 0 people need assistance,MEDIUM,0.3602,Heavy Rainfall,0.9953,"{""location"": [""muzaffarpur""], ""resource_needed"": [], ""headcount"": 0}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent smoke and fire reported near jalpaiguri,LOW,0.3335,Wildfire,0.9912,"{""location"": [""jalpaiguri""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
families around udupi are requesting emergency shelter,CRITICAL,0.3209,Cyclone,0.9884,"{""location"": [""udupi""], ""resource_needed"": [""emergency shelter""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent people near kannur are requesting emergency shelter,CRITICAL,0.3631,Tsunami,0.99,"{""location"": [""kannur""], ""resource_needed"": [""emergency shelter""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent people near purnia are requesting emergency shelter,CRITICAL,0.4609,Tsunami,0.9811,"{""location"": [""purnia""], ""resource_needed"": [""emergency shelter""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
water is accumulating around muzaffarpur emergency rescue support is required,HIGH,0.2738,Heavy Rainfall,0.9945,"{""location"": [""muzaffarpur""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
heavy rainfall has caused flooding near mysuru 0 people need assistance,MEDIUM,0.3499,Heavy Rainfall,0.9937,"{""location"": [""mysuru""], ""resource_needed"": [], ""headcount"": 0}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
wildfire reported near bhagalpur residents need immediate evacuation,CRITICAL,0.3525,Wildfire,0.9909,"{""location"": [""bhagalpur""], ""resource_needed"": [""evacuation""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent flood water is rising near jamshedpur 3 people need immediate rescue,LOW,0.2629,Flood,0.6888,"{""location"": [""jamshedpur""], ""resource_needed"": [], ""headcount"": 3}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
heavy rainfall has caused flooding near vadodara 18 people need assistance,CRITICAL,0.576,Heavy Rainfall,0.9967,"{""location"": [""vadodara""], ""resource_needed"": [], ""headcount"": 18}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
heavy rainfall has caused flooding near howrah 8 people need assistance,MEDIUM,0.3371,Heavy Rainfall,0.9952,"{""location"": [""howrah""], ""resource_needed"": [], ""headcount"": 8}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
roads are completely flooded around coimbatore emergency assistance is needed,CRITICAL,0.3281,Flood,0.5922,"{""location"": [""coimbatore""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE; LOW_HAZARD_CONFIDENCE,PENDING_REVIEW
severe flooding reported near ratnagiri families are requesting evacuation support,CRITICAL,0.4617,Flood,0.5125,"{""location"": [""ratnagiri""], ""resource_needed"": [""evacuation""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE; LOW_HAZARD_CONFIDENCE,PENDING_REVIEW
people near durg need rescue assistance due to severe weather,CRITICAL,0.3208,Cyclone,0.9921,"{""location"": [""durg""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
water has entered houses around tiruchirappalli please send a rescue team for 10 people,HIGH,0.3828,Flood,0.6716,"{""location"": [""tiruchirappalli""], ""resource_needed"": [""rescue team""], ""headcount"": 10}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
people are stranded near ayodhya we need a rescue boat immediately,LOW,0.3455,Flood,0.6475,"{""location"": [""ayodhya""], ""resource_needed"": [""rescue boat""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
emergency situation reported around korba please send an ambulance,CRITICAL,0.502,Lightning,0.9898,"{""location"": [""korba""], ""resource_needed"": [""ambulance""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
people are stranded near nizamabad we need a rescue boat immediately,MEDIUM,0.304,Flood,0.6461,"{""location"": [""nizamabad""], ""resource_needed"": [""rescue boat""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
people near gaya need rescue assistance due to severe weather,MEDIUM,0.3033,Cyclone,0.991,"{""location"": [""gaya""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
families near prayagraj are requesting emergency water support,MEDIUM,0.2766,Drought,0.9888,"{""location"": [""prayagraj""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
lightning incident reported near khammam 2 people need medical assistance,MEDIUM,0.4757,Lightning,0.9915,"{""location"": [""khammam""], ""resource_needed"": [], ""headcount"": 2}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent people near jodhpur are requesting emergency shelter,CRITICAL,0.394,Tsunami,0.9821,"{""location"": [""jodhpur""], ""resource_needed"": [""emergency shelter""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
water availability is very low around warangal please send water tankers,CRITICAL,0.2956,Drought,0.9921,"{""location"": [""warangal""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
wildfire reported near dhemaji residents need immediate evacuation,MEDIUM,0.2806,Wildfire,0.9906,"{""location"": [""dhemaji""], ""resource_needed"": [""evacuation""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent people may be trapped near karimnagar please send rescue teams,CRITICAL,0.3114,Earthquake,0.9838,"{""location"": [""karimnagar""], ""resource_needed"": [""rescue team""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
water is accumulating around udaipur emergency rescue support is required,HIGH,0.2703,Heavy Rainfall,0.9938,"{""location"": [""udaipur""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent strong cyclone winds reported near vijayawada 2 people need evacuation support,CRITICAL,0.3878,Cyclone,0.9914,"{""location"": [""vijayawada""], ""resource_needed"": [""evacuation""], ""headcount"": 2}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
cyclone conditions are worsening near nagpur please arrange evacuation immediately,MEDIUM,0.2641,Cyclone,0.9944,"{""location"": [""nagpur""], ""resource_needed"": [""evacuation""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
people are stranded near bengaluru we need a rescue boat immediately,MEDIUM,0.2638,Flood,0.6664,"{""location"": [""bengaluru""], ""resource_needed"": [""rescue boat""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
emergency situation reported around belagavi please send an ambulance,CRITICAL,0.3693,Lightning,0.9888,"{""location"": [""belagavi""], ""resource_needed"": [""ambulance""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
earthquake felt strongly near kangra 1 people need emergency assistance,MEDIUM,0.3314,Earthquake,0.9907,"{""location"": [""kangra""], ""resource_needed"": [], ""headcount"": 1}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
water is accumulating around rajkot emergency rescue support is required,HIGH,0.2744,Heavy Rainfall,0.9947,"{""location"": [""rajkot""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
people are stranded near vadodara we need a rescue boat immediately,MEDIUM,0.29,Flood,0.663,"{""location"": [""vadodara""], ""resource_needed"": [""rescue boat""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
water is accumulating around bokaro emergency rescue support is required,LOW,0.3033,Heavy Rainfall,0.9938,"{""location"": [""bokaro""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent people may be trapped near thiruvananthapuram please send rescue teams,CRITICAL,0.4906,Earthquake,0.9883,"{""location"": [""thiruvananthapuram""], ""resource_needed"": [""rescue team""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
roads near kozhikode are blocked because of heavy rain,CRITICAL,0.4173,Heavy Rainfall,0.9931,"{""location"": [""kozhikode""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
lightning incident reported near balasore 3 people need medical assistance,LOW,0.4009,Lightning,0.9942,"{""location"": [""balasore""], ""resource_needed"": [], ""headcount"": 3}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
fire is spreading around agra please send fire rescue teams,CRITICAL,0.2916,Wildfire,0.994,"{""location"": [""agra""], ""resource_needed"": [""rescue team""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent people may be trapped near uttarkashi please send rescue teams,CRITICAL,0.3817,Earthquake,0.9846,"{""location"": [""uttarkashi""], ""resource_needed"": [""rescue team""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
water availability is very low around rishikesh please send water tankers,CRITICAL,0.3825,Drought,0.9926,"{""location"": [""rishikesh""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
heavy rainfall has caused flooding near rewa 5 people need assistance,LOW,0.4702,Heavy Rainfall,0.9944,"{""location"": [""rewa""], ""resource_needed"": [], ""headcount"": 5}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
tsunami warning near coastal areas around hubballi residents need immediate evacuation,CRITICAL,0.3198,Tsunami,0.9921,"{""location"": [""hubballi""], ""resource_needed"": [""evacuation""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
water has entered houses around barpeta please send a rescue team for 3 people,MEDIUM,0.3609,Flood,0.7413,"{""location"": [""barpeta""], ""resource_needed"": [""rescue team""], ""headcount"": 3}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent people near lucknow are requesting emergency shelter,CRITICAL,0.5101,Tsunami,0.9896,"{""location"": [""lucknow""], ""resource_needed"": [""emergency shelter""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
water is accumulating around haridwar emergency rescue support is required,HIGH,0.3039,Heavy Rainfall,0.9936,"{""location"": [""haridwar""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
cyclone conditions are worsening near durg please arrange evacuation immediately,CRITICAL,0.3716,Cyclone,0.9907,"{""location"": [""durg""], ""resource_needed"": [""evacuation""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
road blocked by landslide near puri rescue teams are urgently needed,LOW,0.3765,Landslide,0.9977,"{""location"": [""puri""], ""resource_needed"": [""rescue team""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent people near mysuru are requesting emergency shelter,MEDIUM,0.3098,Tsunami,0.9834,"{""location"": [""mysuru""], ""resource_needed"": [""emergency shelter""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent people may be trapped near ambala please send rescue teams,CRITICAL,0.4604,Earthquake,0.9946,"{""location"": [""ambala""], ""resource_needed"": [""rescue team""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
urgent strong cyclone winds reported near kutch 4 people need evacuation support,LOW,0.4374,Cyclone,0.9916,"{""location"": [""kutch""], ""resource_needed"": [""evacuation""], ""headcount"": 4}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
water is accumulating around gwalior emergency rescue support is required,HIGH,0.2777,Heavy Rainfall,0.9906,"{""location"": [""gwalior""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
people near kottayam need rescue assistance due to severe weather,CRITICAL,0.2954,Cyclone,0.9934,"{""location"": [""kottayam""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
water is accumulating around tirupati emergency rescue support is required,HIGH,0.2907,Heavy Rainfall,0.9935,"{""location"": [""tirupati""], ""resource_needed"": [], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
cyclone conditions are worsening near chamoli please arrange evacuation immediately,LOW,0.3631,Cyclone,0.9938,"{""location"": [""chamoli""], ""resource_needed"": [""evacuation""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
emergency situation reported around gorakhpur please send an ambulance,MEDIUM,0.3437,Lightning,0.9901,"{""location"": [""gorakhpur""], ""resource_needed"": [""ambulance""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
landslide reported near surat 2 people may be trapped,HIGH,0.3222,Landslide,0.992,"{""location"": [""surat""], ""resource_needed"": [], ""headcount"": 2}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
emergency situation reported around karur please send an ambulance,MEDIUM,0.3383,Lightning,0.9881,"{""location"": [""karur""], ""resource_needed"": [""ambulance""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
lightning incident reported near jagatsinghpur 0 people need medical assistance,MEDIUM,0.4378,Lightning,0.991,"{""location"": [""jagatsinghpur""], ""resource_needed"": [], ""headcount"": 0}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
severe flooding reported near rishikesh families are requesting evacuation support,CRITICAL,0.4842,Flood,0.5105,"{""location"": [""rishikesh""], ""resource_needed"": [""evacuation""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE; LOW_HAZARD_CONFIDENCE,PENDING_REVIEW
cyclone conditions are worsening near mumbai please arrange evacuation immediately,CRITICAL,0.3013,Cyclone,0.9942,"{""location"": [""mumbai""], ""resource_needed"": [""evacuation""], ""headcount"": null}",LOW_URGENCY_CONFIDENCE,PENDING_REVIEW
