post_id,timestamp,platform,text,author_type,post_type,state,district,location_mentioned,language,country,source_type,source_portal,source_url,source_event_id
IND_SOCIAL_04387,2026-06-15 17:41:00,WhatsApp,Rainfall situation is worsening in Siliguri. Please send rescue support if required.,Resident,Situation Report,West Bengal,Siliguri,Siliguri,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6297
IND_SOCIAL_04388,2026-03-04 12:50:00,X,Heavy rain is causing waterlogging in Karimnagar. Residents need emergency assistance.,Resident,Distress Call,Telangana,Karimnagar,Karimnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5106
IND_SOCIAL_04389,2026-01-02 01:19:00,Facebook,Rainfall situation is worsening in Asansol. Please send rescue support if required.,Resident,Missing Person,West Bengal,Asansol,Asansol,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9031
IND_SOCIAL_04390,2026-03-12 01:27:00,Instagram,Debris is blocking the road in Alappuzha. People are requesting immediate assistance.,Resident,Situation Report,Kerala,Alappuzha,Alappuzha,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2016
IND_SOCIAL_04391,2026-03-18 06:25:00,WhatsApp,Strong tremors reported in Vadodara. Residents are requesting emergency assistance.,Citizen,Resource Request,Gujarat,Vadodara,Vadodara,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1831
IND_SOCIAL_04392,2026-01-21 01:24:00,X,Cyclone impact reported around Kurnool. Emergency teams are needed.,Local Reporter,Missing Person,Andhra Pradesh,Kurnool,Kurnool,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7409
IND_SOCIAL_04393,2026-05-16 02:02:00,X,Continuous heavy rainfall reported in Guntur. Roads are becoming difficult to use.,Volunteer,Resource Request,Andhra Pradesh,Guntur,Guntur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3905
IND_SOCIAL_04394,2026-03-15 00:49:00,Instagram,Rainfall situation is worsening in Erode. Please send rescue support if required.,Citizen,Safety Update,Tamil Nadu,Erode,Erode,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2103
IND_SOCIAL_04395,2026-05-02 07:03:00,Telegram,Flood situation is getting worse in Asansol. Families need drinking water and food.,Volunteer,Safety Update,West Bengal,Asansol,Asansol,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2407
IND_SOCIAL_04396,2026-03-21 11:27:00,X,Buildings have been affected by an earthquake in Nagpur. Rescue teams are needed.,Resident,Help Request,Maharashtra,Nagpur,Nagpur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7423
IND_SOCIAL_04397,2026-03-02 04:17:00,Telegram,Continuous heavy rainfall reported in Bhubaneswar. Roads are becoming difficult to use.,Volunteer,Missing Person,Odisha,Bhubaneswar,Bhubaneswar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8063
IND_SOCIAL_04398,2026-05-13 16:25:00,WhatsApp,Cyclone impact reported around Sambalpur. Emergency teams are needed.,Community Group,Distress Call,Odisha,Sambalpur,Sambalpur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8756
IND_SOCIAL_04399,2026-04-19 05:19:00,Instagram,Flood situation is getting worse in Pune. Families need drinking water and food.,Resident,Resource Request,Maharashtra,Pune,Pune,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3920
IND_SOCIAL_04400,2026-04-03 01:02:00,X,Cyclone impact reported around Bengaluru. Emergency teams are needed.,Volunteer,Help Request,Karnataka,Bengaluru,Bengaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2849
IND_SOCIAL_04401,2026-05-07 13:22:00,X,People in Hyderabad are reporting earthquake damage. Medical assistance may be required.,Citizen,Help Request,Telangana,Hyderabad,Hyderabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7500
IND_SOCIAL_04402,2026-03-17 08:52:00,Telegram,A landslide has affected roads near Bhavnagar. Emergency rescue support is required.,Citizen,Situation Report,Gujarat,Bhavnagar,Bhavnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6266
IND_SOCIAL_04403,2026-02-25 07:19:00,Facebook,"Several families in Bengaluru need food, water and shelter.",Citizen,Distress Call,Karnataka,Bengaluru,Bengaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1703
IND_SOCIAL_04404,2026-03-15 17:48:00,Instagram,Emergency support requested from Bengaluru after earthquake tremors.,Local Reporter,Missing Person,Karnataka,Bengaluru,Bengaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6963
IND_SOCIAL_04405,2026-06-21 08:43:00,Telegram,Heavy winds and rain affecting Vadodara. Please avoid travelling and stay indoors.,Resident,Safety Update,Gujarat,Vadodara,Vadodara,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3041
IND_SOCIAL_04406,2026-02-27 03:53:00,Instagram,Coastal residents near Nellore are requesting emergency support.,Community Group,Distress Call,Andhra Pradesh,Nellore,Nellore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5474
IND_SOCIAL_04407,2026-04-13 05:34:00,Facebook,Lightning activity reported around Ahmedabad. Residents are advised to stay indoors.,Resident,Resource Request,Gujarat,Ahmedabad,Ahmedabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1416
IND_SOCIAL_04408,2026-02-09 23:16:00,X,A landslide has affected roads near Kochi. Emergency rescue support is required.,Community Group,Situation Report,Kerala,Kochi,Kochi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2676
IND_SOCIAL_04409,2026-06-20 09:05:00,Facebook,Rainfall situation is worsening in Balasore. Please send rescue support if required.,Volunteer,Help Request,Odisha,Balasore,Balasore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1202
IND_SOCIAL_04410,2026-06-02 02:11:00,WhatsApp,Emergency support requested from Mysuru after earthquake tremors.,Resident,Safety Update,Karnataka,Mysuru,Mysuru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2338
IND_SOCIAL_04411,2026-01-30 06:21:00,Facebook,Flood situation is getting worse in Vijayawada. Families need drinking water and food.,Volunteer,Help Request,Andhra Pradesh,Vijayawada,Vijayawada,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4960
IND_SOCIAL_04412,2026-01-06 17:29:00,X,Coastal residents near Nashik are requesting emergency support.,Local Reporter,Safety Update,Maharashtra,Nashik,Nashik,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6094
IND_SOCIAL_04413,2026-05-10 06:44:00,Telegram,Debris is blocking the road in Belagavi. People are requesting immediate assistance.,Community Group,Safety Update,Karnataka,Belagavi,Belagavi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7473
IND_SOCIAL_04414,2026-01-14 23:50:00,Telegram,Water has entered houses in Silchar. Please send rescue teams and boats.,Local Reporter,Safety Update,Assam,Silchar,Silchar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1650
IND_SOCIAL_04415,2026-06-01 21:30:00,Instagram,Heavy rain is causing waterlogging in Silchar. Residents need emergency assistance.,Citizen,Distress Call,Assam,Silchar,Silchar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4582
IND_SOCIAL_04416,2026-06-26 06:49:00,X,"Several families in Salem need food, water and shelter.",Community Group,Resource Request,Tamil Nadu,Salem,Salem,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3369
IND_SOCIAL_04417,2026-03-05 09:14:00,Instagram,Several areas around Karimnagar are affected by heavy rain.,Volunteer,Help Request,Telangana,Karimnagar,Karimnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5740
IND_SOCIAL_04418,2026-05-18 07:31:00,Telegram,Debris is blocking the road in Alappuzha. People are requesting immediate assistance.,Resident,Safety Update,Kerala,Alappuzha,Alappuzha,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4832
IND_SOCIAL_04419,2026-01-20 03:45:00,Facebook,Lightning incident reported near Bhavnagar. Please avoid open areas.,Resident,Missing Person,Gujarat,Bhavnagar,Bhavnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3773
IND_SOCIAL_04420,2026-05-22 19:03:00,WhatsApp,A landslide has affected roads near Kolhapur. Emergency rescue support is required.,Resident,Resource Request,Maharashtra,Kolhapur,Kolhapur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8527
IND_SOCIAL_04421,2026-04-29 19:00:00,WhatsApp,Water has entered houses in Nashik. Please send rescue teams and boats.,Citizen,Situation Report,Maharashtra,Nashik,Nashik,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4805
IND_SOCIAL_04422,2026-04-16 16:52:00,X,Residents near Balasore are reporting a major landslide. Please send emergency teams.,Community Group,Missing Person,Odisha,Balasore,Balasore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4854
IND_SOCIAL_04423,2026-04-29 19:23:00,Telegram,Forest fire reported near Kochi. Fire and rescue teams are urgently needed.,Community Group,Help Request,Kerala,Kochi,Kochi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4132
IND_SOCIAL_04424,2026-05-29 17:12:00,WhatsApp,Strong tremors reported in Cuttack. Residents are requesting emergency assistance.,Citizen,Situation Report,Odisha,Cuttack,Cuttack,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8688
IND_SOCIAL_04425,2026-04-11 17:53:00,Instagram,Tsunami-related emergency reported near Thanjavur. Evacuation assistance may be required.,Citizen,Resource Request,Tamil Nadu,Thanjavur,Thanjavur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5874
IND_SOCIAL_04426,2026-04-03 04:29:00,Facebook,Fire is spreading near forest areas around Vadodara. Please send fire and rescue teams.,Volunteer,Safety Update,Gujarat,Vadodara,Vadodara,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7818
IND_SOCIAL_04427,2026-06-16 08:22:00,Facebook,Cyclone impact reported around Howrah. Emergency teams are needed.,Community Group,Distress Call,West Bengal,Howrah,Howrah,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6872
IND_SOCIAL_04428,2026-02-20 22:10:00,Telegram,People in Kollam are reporting earthquake damage. Medical assistance may be required.,Volunteer,Resource Request,Kerala,Kollam,Kollam,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3806
IND_SOCIAL_04429,2026-05-10 05:13:00,Instagram,Lightning activity reported around Mangaluru. Residents are advised to stay indoors.,Citizen,Help Request,Karnataka,Mangaluru,Mangaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1566
IND_SOCIAL_04430,2026-02-08 05:30:00,Instagram,"Several families in Sambalpur need food, water and shelter.",Volunteer,Distress Call,Odisha,Sambalpur,Sambalpur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6806
IND_SOCIAL_04431,2026-02-26 12:23:00,X,"Several families in Thrissur need food, water and shelter.",Community Group,Safety Update,Kerala,Thrissur,Thrissur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6613
IND_SOCIAL_04432,2026-05-14 23:28:00,WhatsApp,Residents near Thrissur are reporting a major landslide. Please send emergency teams.,Resident,Safety Update,Kerala,Thrissur,Thrissur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1160
IND_SOCIAL_04433,2026-06-11 01:27:00,X,Emergency support requested from Bhubaneswar after earthquake tremors.,Local Reporter,Help Request,Odisha,Bhubaneswar,Bhubaneswar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3332
IND_SOCIAL_04434,2026-06-03 20:20:00,Facebook,Emergency support requested from Mysuru after earthquake tremors.,Local Reporter,Resource Request,Karnataka,Mysuru,Mysuru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9230
IND_SOCIAL_04435,2026-01-26 19:21:00,Facebook,Landslide reported near Guwahati. Road access is blocked and people need help.,Resident,Resource Request,Assam,Guwahati,Guwahati,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9453
IND_SOCIAL_04436,2026-03-06 15:36:00,Telegram,Heavy winds and rain affecting Alappuzha. Please avoid travelling and stay indoors.,Community Group,Resource Request,Kerala,Alappuzha,Alappuzha,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6033
IND_SOCIAL_04437,2026-05-17 17:19:00,X,Several areas around Silchar are affected by heavy rain.,Citizen,Help Request,Assam,Silchar,Silchar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6196
IND_SOCIAL_04438,2026-02-26 00:07:00,WhatsApp,Landslide reported near Rajkot. Road access is blocked and people need help.,Resident,Distress Call,Gujarat,Rajkot,Rajkot,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4372
IND_SOCIAL_04439,2026-06-27 15:25:00,Telegram,Water has entered houses in Visakhapatnam. Please send rescue teams and boats.,Community Group,Safety Update,Andhra Pradesh,Visakhapatnam,Visakhapatnam,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4944
IND_SOCIAL_04440,2026-01-06 04:52:00,Telegram,Lightning activity reported around Tirunelveli. Residents are advised to stay indoors.,Volunteer,Resource Request,Tamil Nadu,Tirunelveli,Tirunelveli,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4848
IND_SOCIAL_04441,2026-05-11 13:01:00,Facebook,Flood situation is getting worse in Mumbai. Families need drinking water and food.,Local Reporter,Situation Report,Maharashtra,Mumbai,Mumbai,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2518
IND_SOCIAL_04442,2026-01-15 03:11:00,X,Rainfall situation is worsening in Chennai. Please send rescue support if required.,Community Group,Help Request,Tamil Nadu,Chennai,Chennai,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5142
IND_SOCIAL_04443,2026-06-27 08:58:00,X,Coastal residents near Coimbatore are requesting emergency support.,Resident,Missing Person,Tamil Nadu,Coimbatore,Coimbatore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7924
IND_SOCIAL_04444,2026-02-05 04:56:00,Telegram,Tsunami-related emergency reported near Alappuzha. Evacuation assistance may be required.,Local Reporter,Resource Request,Kerala,Alappuzha,Alappuzha,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4010
IND_SOCIAL_04445,2026-06-25 13:51:00,X,Tsunami warning situation reported near Kozhikode. Residents should move to safer areas.,Resident,Resource Request,Kerala,Kozhikode,Kozhikode,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1337
IND_SOCIAL_04446,2026-02-26 04:22:00,WhatsApp,Buildings have been affected by an earthquake in Warangal. Rescue teams are needed.,Volunteer,Help Request,Telangana,Warangal,Warangal,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6004
IND_SOCIAL_04447,2026-05-27 20:10:00,WhatsApp,Bengaluru is severely flooded after continuous rainfall. People are trapped and need immediate rescue.,Volunteer,Distress Call,Karnataka,Bengaluru,Bengaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1340
IND_SOCIAL_04448,2026-01-21 10:53:00,X,Flood situation is getting worse in Karimnagar. Families need drinking water and food.,Citizen,Resource Request,Telangana,Karimnagar,Karimnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4264
IND_SOCIAL_04449,2026-04-15 07:43:00,Instagram,Severe lightning reported in Thiruvananthapuram. Emergency assistance may be required.,Volunteer,Resource Request,Kerala,Thiruvananthapuram,Thiruvananthapuram,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5971
IND_SOCIAL_04450,2026-04-19 23:26:00,Facebook,Tsunami warning situation reported near Bengaluru. Residents should move to safer areas.,Resident,Resource Request,Karnataka,Bengaluru,Bengaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6854
IND_SOCIAL_04451,2026-05-10 17:24:00,X,Continuous heavy rainfall reported in Durgapur. Roads are becoming difficult to use.,Local Reporter,Safety Update,West Bengal,Durgapur,Durgapur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9564
IND_SOCIAL_04452,2026-03-29 00:12:00,Telegram,Coastal residents near Bhavnagar are requesting emergency support.,Local Reporter,Safety Update,Gujarat,Bhavnagar,Bhavnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8175
IND_SOCIAL_04453,2026-01-24 18:42:00,Telegram,Landslide reported near Bhubaneswar. Road access is blocked and people need help.,Local Reporter,Safety Update,Odisha,Bhubaneswar,Bhubaneswar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4491
IND_SOCIAL_04454,2026-04-28 10:17:00,Telegram,"Several families in Bhavnagar need food, water and shelter.",Community Group,Help Request,Gujarat,Bhavnagar,Bhavnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3633
IND_SOCIAL_04455,2026-01-22 14:47:00,Facebook,Coastal residents near Tiruchirappalli are requesting emergency support.,Citizen,Situation Report,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5143
IND_SOCIAL_04456,2026-06-01 02:53:00,Telegram,Fire is spreading near forest areas around Puri. Please send fire and rescue teams.,Citizen,Resource Request,Odisha,Puri,Puri,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4659
IND_SOCIAL_04457,2026-05-23 02:53:00,WhatsApp,Residents near Hyderabad are requesting emergency assistance. Roads are under water.,Community Group,Resource Request,Telangana,Hyderabad,Hyderabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6106
IND_SOCIAL_04458,2026-04-24 04:01:00,Instagram,Cyclone impact reported around Madurai. Emergency teams are needed.,Local Reporter,Situation Report,Tamil Nadu,Madurai,Madurai,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4157
IND_SOCIAL_04459,2026-01-07 08:02:00,Facebook,Lightning activity reported around Ahmedabad. Residents are advised to stay indoors.,Local Reporter,Resource Request,Gujarat,Ahmedabad,Ahmedabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6926
IND_SOCIAL_04460,2026-01-16 02:33:00,Facebook,Debris is blocking the road in Nizamabad. People are requesting immediate assistance.,Community Group,Help Request,Telangana,Nizamabad,Nizamabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6180
IND_SOCIAL_04461,2026-06-13 12:27:00,Facebook,Fire is spreading near forest areas around Hyderabad. Please send fire and rescue teams.,Community Group,Situation Report,Telangana,Hyderabad,Hyderabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8472
IND_SOCIAL_04462,2026-03-25 19:48:00,WhatsApp,Water has entered houses in Erode. Please send rescue teams and boats.,Citizen,Situation Report,Tamil Nadu,Erode,Erode,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5572
IND_SOCIAL_04463,2026-05-18 21:58:00,Instagram,Severe lightning reported in Bengaluru. Emergency assistance may be required.,Volunteer,Resource Request,Karnataka,Bengaluru,Bengaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4588
IND_SOCIAL_04464,2026-03-25 08:26:00,X,Emergency support requested from Puri after earthquake tremors.,Local Reporter,Missing Person,Odisha,Puri,Puri,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8667
IND_SOCIAL_04465,2026-03-25 06:14:00,Facebook,Continuous heavy rainfall reported in Kolhapur. Roads are becoming difficult to use.,Citizen,Distress Call,Maharashtra,Kolhapur,Kolhapur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3291
IND_SOCIAL_04466,2026-06-30 00:59:00,Telegram,Tiruchirappalli is severely flooded after continuous rainfall. People are trapped and need immediate rescue.,Volunteer,Safety Update,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3044
IND_SOCIAL_04467,2026-04-09 04:00:00,X,Fire is spreading near forest areas around Mangaluru. Please send fire and rescue teams.,Local Reporter,Situation Report,Karnataka,Mangaluru,Mangaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1255
IND_SOCIAL_04468,2026-03-30 08:20:00,Instagram,Residents near Hyderabad are requesting emergency assistance. Roads are under water.,Community Group,Safety Update,Telangana,Hyderabad,Hyderabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2340
IND_SOCIAL_04469,2026-05-21 10:23:00,Instagram,Buildings have been affected by an earthquake in Nashik. Rescue teams are needed.,Resident,Safety Update,Maharashtra,Nashik,Nashik,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5789
IND_SOCIAL_04470,2026-03-27 21:32:00,Instagram,Residents near Karimnagar are requesting emergency assistance. Roads are under water.,Community Group,Missing Person,Telangana,Karimnagar,Karimnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2346
IND_SOCIAL_04471,2026-02-12 08:57:00,Telegram,Strong cyclone conditions reported in Kochi. People are requesting emergency shelter.,Local Reporter,Safety Update,Kerala,Kochi,Kochi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4968
IND_SOCIAL_04472,2026-02-11 03:14:00,X,Coastal residents near Mangaluru are requesting emergency support.,Volunteer,Resource Request,Karnataka,Mangaluru,Mangaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1477
IND_SOCIAL_04473,2026-05-21 23:52:00,Instagram,Several areas around Dibrugarh are affected by heavy rain.,Local Reporter,Resource Request,Assam,Dibrugarh,Dibrugarh,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9685
IND_SOCIAL_04474,2026-05-18 17:36:00,Instagram,Tsunami warning situation reported near Bhavnagar. Residents should move to safer areas.,Community Group,Resource Request,Gujarat,Bhavnagar,Bhavnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4502
IND_SOCIAL_04475,2026-04-24 23:43:00,Telegram,Debris is blocking the road in Tiruchirappalli. People are requesting immediate assistance.,Citizen,Safety Update,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9195
IND_SOCIAL_04476,2026-02-21 23:11:00,Instagram,Heavy rain is causing waterlogging in Bhavnagar. Residents need emergency assistance.,Local Reporter,Missing Person,Gujarat,Bhavnagar,Bhavnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8653
IND_SOCIAL_04477,2026-04-04 11:27:00,X,Strong cyclone conditions reported in Tiruchirappalli. People are requesting emergency shelter.,Resident,Distress Call,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7979
IND_SOCIAL_04478,2026-05-06 19:46:00,Facebook,Rainfall situation is worsening in Warangal. Please send rescue support if required.,Citizen,Situation Report,Telangana,Warangal,Warangal,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7208
IND_SOCIAL_04479,2026-06-13 17:23:00,Facebook,Strong cyclone conditions reported in Bhubaneswar. People are requesting emergency shelter.,Local Reporter,Situation Report,Odisha,Bhubaneswar,Bhubaneswar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8776
IND_SOCIAL_04480,2026-02-06 08:14:00,Instagram,Residents near Chennai are reporting a major landslide. Please send emergency teams.,Resident,Safety Update,Tamil Nadu,Chennai,Chennai,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3532
IND_SOCIAL_04481,2026-02-08 13:26:00,Instagram,Coastal residents near Balasore are requesting emergency support.,Citizen,Resource Request,Odisha,Balasore,Balasore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7224
IND_SOCIAL_04482,2026-05-30 21:42:00,Facebook,Strong cyclone conditions reported in Mangaluru. People are requesting emergency shelter.,Resident,Distress Call,Karnataka,Mangaluru,Mangaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6514
IND_SOCIAL_04483,2026-01-06 09:19:00,X,Heavy winds and rain affecting Hyderabad. Please avoid travelling and stay indoors.,Community Group,Distress Call,Telangana,Hyderabad,Hyderabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7212
IND_SOCIAL_04484,2026-01-10 22:30:00,Facebook,Heavy winds and rain affecting Thanjavur. Please avoid travelling and stay indoors.,Local Reporter,Resource Request,Tamil Nadu,Thanjavur,Thanjavur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1541
IND_SOCIAL_04485,2026-04-29 01:36:00,X,Heavy rain is causing waterlogging in Cuttack. Residents need emergency assistance.,Volunteer,Situation Report,Odisha,Cuttack,Cuttack,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7944
IND_SOCIAL_04486,2026-01-26 02:34:00,Facebook,Lightning incident reported near Dibrugarh. Please avoid open areas.,Community Group,Situation Report,Assam,Dibrugarh,Dibrugarh,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6176
IND_SOCIAL_04487,2026-05-02 22:51:00,WhatsApp,Cyclone impact reported around Kolkata. Emergency teams are needed.,Citizen,Resource Request,West Bengal,Kolkata,Kolkata,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6096
IND_SOCIAL_04488,2026-02-27 14:26:00,X,Wildfire situation reported around Warangal. Emergency response is required.,Community Group,Situation Report,Telangana,Warangal,Warangal,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4434
IND_SOCIAL_04489,2026-01-12 06:15:00,WhatsApp,Rainfall situation is worsening in Silchar. Please send rescue support if required.,Community Group,Help Request,Assam,Silchar,Silchar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9746
IND_SOCIAL_04490,2026-02-05 19:19:00,X,Buildings have been affected by an earthquake in Kozhikode. Rescue teams are needed.,Resident,Help Request,Kerala,Kozhikode,Kozhikode,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6690
IND_SOCIAL_04491,2026-06-23 02:16:00,Instagram,A landslide has affected roads near Nagpur. Emergency rescue support is required.,Community Group,Distress Call,Maharashtra,Nagpur,Nagpur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6460
IND_SOCIAL_04492,2026-01-09 15:06:00,Instagram,Flood situation is getting worse in Belagavi. Families need drinking water and food.,Citizen,Safety Update,Karnataka,Belagavi,Belagavi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9144
IND_SOCIAL_04493,2026-06-16 08:53:00,Facebook,Coastal residents near Mumbai are requesting emergency support.,Volunteer,Situation Report,Maharashtra,Mumbai,Mumbai,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3154
IND_SOCIAL_04494,2026-02-16 09:51:00,WhatsApp,Emergency support requested from Cuttack after earthquake tremors.,Local Reporter,Safety Update,Odisha,Cuttack,Cuttack,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5673
IND_SOCIAL_04495,2026-03-20 02:11:00,Telegram,People in Karimnagar are reporting earthquake damage. Medical assistance may be required.,Resident,Distress Call,Telangana,Karimnagar,Karimnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5625
IND_SOCIAL_04496,2026-03-13 08:41:00,X,Smoke and fire spreading near Chennai. Residents may need evacuation support.,Local Reporter,Missing Person,Tamil Nadu,Chennai,Chennai,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5876
